,CODE,NOM,DCI1,DOSAGE1,UNITE_DOSAGE1,FORME,PRESENTATION,PPV,PH,PRIX_BR,PRINCEPS_GENERIQUE,TAUX_REMBOURSEMENT
4455,6118000180906,NURODOL 400 MG,IBUPROFENE,400,MG,COMPRIME PELLICULE,1 BOITE 30 COMPRIME PELLICULE,30.00,19.80,30.00,G,0%
4456,6118000170341,JOSACINE,JOSAMYCINE,500,MG,GRANULE POUR SUSPENSION BUVABLE,1 FLACON 15 G,127.60,79.50,127.60,P,70%
4457,6118001101108,CISPLATINE COOPER,CISPLATINE,10,MG,SOLUTION POUR PERFUSION,1 BOITE 1 FLACON,45.00,28.10,45.00,G,70%
4458,6118000090472,NIDAZOL,METRONIDAZOLE,500,MG,COMPRIME,1 BOITE 20 COMPRIME,39.90,24.90,39.90,G,70%
4459,6118000280071,HUMEX EXPECTORANT ADULTES,CARBOCYSTEINE,5,%,SIROP,1 FLACON 200 ML,30.50,20.20,30.50,G,0%
4460,6118010114083,NURODOL,IBUPROFENE,100,MG,SUSPENSION BUVABLE,1 FLACON 200 ML,19.00,11.80,19.00,G,70%
4461,6118000180715,NURODOL,IBUPROFENE,100,MG,SUSPENSION BUVABLE,1 FLACON 200 ML,19.00,11.80,19.00,G,70%
4462,6118001150236,NETROMICINE,NETILMICINE,50,MG,SOLUTION INJECTABLE,1 BOITE 1 AMPOULE,24.10,15.50,24.10,P,0%
4463,6118010019029,OLIGO-ELEMENTS,MULTIPLE,nan,nan,SOLUTION POUR PERFUSION,1 BOITE 1 FLACON,49.00,32.40,49.00,G,0%
4464,6118000320081,OLIGO-ELEMENTS,MULTIPLE,nan,nan,SOLUTION POUR PERFUSION,1 BOITE 1 FLACON,49.00,32.40,49.00,G,0%
4465,6118001140435,FORTUM,CEFTAZIDIME,1,G,POUDRE POUR SOLUTION INJECTABLE,1 BOITE 1 FLACON,114.80,71.50,94.00,P,70%
4466,6118010115875,IOPIDINE,APRACLONIDINE,"0,5",%,COLLYRE,1 FLACON 5 ML,153.30,95.50,153.30,P,70%
4467,6118001070312,IOPIDINE,APRACLONIDINE,"0,5",%,COLLYRE,1 FLACON 5 ML,153.30,95.50,153.30,P,70%
4468,6118001181995,PHARMATEX,BENZALKONIUM,18.9,MG,OVULE,1 BOITE 10 OVULE,44.20,29.20,44.20,P,0%
4469,6118001200191,PLASMION,GELATINE FLUIDE MODIFIEE,nan,nan,SOLUTION POUR PERFUSION,1 POCHE 500 ML,126.40,78.70,126.40,G,70%
4470,6118001270989,OXONE 1G/10ML IV,CEFTRIAXONE,1,G,POUDRE POUR PREPARATION INJECTABLE,1 BOITE 1 FLACON + AMPOULE,85.00,53.00,85.00,G,70%
4471,6118000030645,CALMIXENE,PIMETIXENE,18.182,MG,SIROP,1 FLACON 150 ML,47.90,31.70,47.90,P,0%
4472,6118000031697,NEOFORTAN,PHLOROGLUCINOL,160,MG,COMPRIME EFFERVESCENT,1 BOITE 10 COMPRIME,98.80,61.60,98.80,G,70%
4473,6118010019777,CUSIMOLOL,TIMOLOL,0.25,%,COLLYRE,1 FLACON 5 ML,34.90,21.70,34.90,G,70%
4474,6118001250240,CUSIMOLOL,TIMOLOL,0.25,%,COLLYRE,1 FLACON 5 ML,34.90,21.70,34.90,G,70%
4475,6118010120060,MYANTALGIC,TRAMADOL / PARACETAMOL,37.50 / 325,MG / MG,COMPRIME,1 BOITE 20 COMPRIME,30.00,19.80,30.00,P,0%
4476,6118000033080,MYANTALGIC,TRAMADOL / PARACETAMOL,37.50 / 325,MG / MG,COMPRIME,1 BOITE 20 COMPRIME,30.00,19.80,30.00,P,0%
4477,6118000010777,HELMINTOX,PYRANTEL,125,MG,SUSPENSION BUVABLE,1 FLACON 15 ML,21.35,14.10,21.35,P,70%
4478,6118000180579,TROPHIRES COMPOSE NOURRISSONS,HUILE ESSENTIELLE DEUCALYPTUS / PARACETAMOL,44 / 150,MG / MG,SUPPOSITOIRE,1 BOITE 8 SUPPOSITOIRE,11.00,-,11.00,P,0%
4479,6118010028601,METHOTREXATE BELLON (H),METHOTREXATE,500,MG,SOLUTION INJECTABLE,10 FLACON 20 ML,-,2465.60,2465.60,P,70%
4480,6118001150250,REBETOL,RIBAVIRINE,200,MG,GELULE,1 BOITE 84 GELULE,2037.00,1788.00,2037.00,P,70%
4481,6118000230458,TRAMADOL NORMON 50 MG,TRAMADOL,50,MG,GELULE,1 BOITE 20 GELULE,28.10,17.50,28.10,G,70%
4482,6118010023484,AMUCHIN5% (AMUGYN),CHLOROXYDANT / ELECTROLYTIQUE,0.055 / 0.9,G / G,SOLUTION POUR APPLICATION LOCALE,1 FLACON 1 L,41.25,-,41.25,G,0%
4483,6118001160136,FORTZAAR,LOSARTAN / HYDROCHLOROTHIAZIDE,100 / 25,MG / MG,COMPRIME PELLICULE,1 BOITE 28 COMPRIME,269.00,168.20,231.00,P,70%
4484,6118001150779,OKA-TAMOX,TAMOXIFENE,10,MG,COMPRIME,1 BOITE 30 COMPRIME,80.00,52.90,80.00,G,70%
4485,6118000030478,VITATLON 500,ACIDE ASCORBIQUE (VITAMINE C) / ASCORBATE DE SODIUM,250 / 281.3,MG / MG,COMPRIME A CROQUER,1 BOITE 20 COMPRIME A CROQUER,18.70,12.40,18.70,G,0%
4486,6118001080359,FLAGYL,METRONIDAZOLE,500,MG,SOLUTION POUR PERFUSION,25 POCHE 100 ML,938.00,621.00,938.00,P,70%
4487,6118010115967,FLUDARA,FLUDARABINE,10,MG,COMPRIME PELLICULE,1 BOITE 20 COMPRIME,4940.00,4673.00,4940.00,P,70%
4488,6118001251018,FLUDARA,FLUDARABINE,10,MG,COMPRIME PELLICULE,1 BOITE 20 COMPRIME,4940.00,4673.00,4940.00,P,70%
4489,6118010116896,RINOCLENIL 100 MCG,BECLOMETASONE,100,µG,SUSPENSION NASALE,1 FLACON 200 DOSE,135.00,89.30,135.00,G,0%
4490,6118001260386,RINOCLENIL 100 MCG,BECLOMETASONE,100,µG,SUSPENSION NASALE,1 FLACON 200 DOSE,135.00,89.30,135.00,G,0%
4491,6118010025136,QUINOLOX MONOPRISE,OFLOXACINE,200,MG,COMPRIME PELLICULE,1 BOITE 2 COMPRIME PELLICULE,39.00,24.30,39.00,G,70%
4492,6118000061526,THIOBACTIN,THIAMPHENICOL,500,MG,COMPRIME,1 BOITE 24 COMPRIME,92.50,57.60,52.00,P,70%
4493,6118000370017,STIMOL,CITRULINE MALEATE,1,G,SOLUTION BUVABLE,1 BOITE 20 AMPOULE BUVABLE,46.00,30.40,46.00,P,0%
4494,6118010125515,PIMLO 10 MG,AMLODIPINE,10,MG,COMPRIME,1 BOITE 28 COMPRIME,59.10,39.10,59.10,G,0%
4495,6118001020492,VANCOMYCINE MYLAN,VANCOMYCINE,250,MG,POUDRE POUR PERFUSION,1 BOITE 1 FLACON,110.00,68.50,110.00,G,70%
4496,6118010023811,CANAFLUCAN,FLUCONAZOLE,150,MG,GELULE,1 BOITE 4 GELULE,234.30,-,234.30,G,70%
4497,6118000091646,CANAFLUCAN,FLUCONAZOLE,150,MG,GELULE,1 BOITE 4 GELULE,234.30,-,234.30,G,70%
4498,6118001250851,BRONCOTEC,FORMOTEROL,12,µG,GELULE INHALEE,1 BOITE 60 GELULE,235.00,147.00,235.00,G,70%
4499,6118001182695,ETOPOPHOS,ETOPOSIDE,100,MG,POUDRE POUR PERFUSION,1 BOITE 1 FLACON,494.10,326.80,126.00,P,70%
4500,6118000180241,VERMOGAL,BROMURE DE BENZODODECINIUM / BUTOXYDE DE PIPERONYLE,0.1 / 2.5,% / %,GEL,1 TUBE 60 G,19.00,12.60,19.00,G,0%
4501,6118000100072,DIAMICRON LM,GLICLAZIDE,30,MG,COMPRIME LM,1 BOITE 30 COMPRIME,54.30,33.90,38.90,P,70%
4502,6118000040859,TRIMAREL,TRIMETAZIDINE,20,MG,SOLUTION BUVABLE,1 FLACON 60 ML,71.30,44.60,71.30,G,70%
4503,6118000040378,DOLIPRANE,PARACETAMOL,500,MG,GELULE,1 BOITE 16 GELULE,15.30,9.50,15.30,P,70%
4504,6118010000133,ACLAV,AMOXICILLINE / ACIDE CLAVULANIQUE,500 / 62.5,MG / MG,POUDRE POUR SUSPENTION BUVABLE,1 BOITE 24 SACHET,121.50,75.70,121.50,G,70%
4505,6118000092179,ACLAV,AMOXICILLINE / ACIDE CLAVULANIQUE,500 / 62.5,MG / MG,POUDRE POUR SUSPENTION BUVABLE,1 BOITE 24 SACHET,121.50,75.70,121.50,G,70%
4506,6118000240846,TOTIFEN,KETOTIFENE,0.02,%,SOLUTION BUVABLE,1 FLACON 150 ML,57.10,37.80,57.10,G,0%
4507,6118000160199,AUGMENTIN,AMOXICILLINE / ACIDE CLAVULANIQUE,100 / 12.5,MG / MG,POUDRE POUR SUSPENSION BUVABLE,1 FLACON 30 ML,44.20,27.50,44.20,P,70%
4508,6118010001260,GENTALLINE,GENTAMICINE,10,MG,SOLUTION INJECTABLE,1 BOITE 1 AMPOULE INJECTABLE,8.70,5.40,6.50,P,70%
4509,6118000220305,CYTEAL,CHLORHEXIDINE / HEXAMIDINE / CHLOROCRESOL,0.5 / 0.1 / 0.3,ML / G / G,SOLUTION MOUSSANTE POUR APPLICATION LOCALE,1 FLACON 500 ML,49.30,32.60,49.30,P,0%
4510,6118000081234,TRIAXON 500 MG I.M.,CEFTRIAXONE,500,MG,POUDRE POUR SOLUTION INJECTABLE,1 BOITE 1 FLACON,79.60,49.60,79.60,G,70%
4511,6118001181339,HEXABRIX,IOXAGLATE DE SODIUM ET DE MEGLUMINE,320,MG,SOLUTION INJECTABLE,1 FLACON 10 ML,80.10,53.00,80.10,P,0%
4512,6118000030591,ACTIVAROL C 500,HEMATOPORPHYRINE / ACIDE ASCORBIQUE (VITAMINE C),nan,NA / NA,SOLUTION BUVABLE,1 BOITE 24 AMPOULE BUVABLE,62.90,-,62.90,P,0%
4513,6118000310167,NAPROXENE PHARMA FORT,NAPROXENE,550,MG,CAPSULE,1 BOITE 10 CAPSULE,34.00,-,34.00,G,70%
4514,6118010032691,EURONAC 5 POUR CENT,N-ACETYLCYSTEINE,5,%,COLLYRE,1 FLACON 5 ML,42.00,27.80,42.00,P,0%
4515,6118001260201,EURONAC 5 POUR CENT,N-ACETYLCYSTEINE,5,%,COLLYRE,1 FLACON 5 ML,42.00,27.80,42.00,P,0%
4516,6118000161202,STAPHYPEN,FLUCLOXACILLINE,1,G,POUDRE POUR USAGE PARENTERAL,1 BOITE 1 FLACON,22.90,14.30,19.90,P,70%
4517,6118001150359,VIRAFERON PEG,INTERFERON ALFA-2B PEGYLE,80,µG,POUDRE POUR SOLUTION INJECTABLE,1 BOITE 1 FLACON,-,1592.70,1592.70,P,70%
4518,6118001040100,DIDRONEL,ETIDRONATE,400,MG,COMPRIME,1 BOITE 14 COMPRIME,255.18,168.80,255.18,P,70%
4519,6118000011569,TEMESTA,LORAZEPAM,1,MG,COMPRIME SECABLE,1 BOITE 50 COMPRIME,23.00,14.40,23.00,P,70%
4520,6118010029769,SURMONTIL,TRIMIPRAMINE,25,MG,COMPRIME SECABLE,1 BOITE 50 COMPRIME ENROBE,49.50,30.80,49.50,P,70%
4521,6118001183036,SURMONTIL,TRIMIPRAMINE,25,MG,COMPRIME SECABLE,1 BOITE 50 COMPRIME ENROBE,49.50,30.80,49.50,P,70%
4522,6118000170220,SUPRADYNE PRONATAL,MULTIVITAMINES ET MINERAUX,nan,nan,COMPRIME ENROBE,1 BOITE 90 COMPRIME,203.60,-,203.60,P,0%
4523,6118000170457,SUPRADYNE PRONATAL,MULTIVITAMINES ET MINERAUX,nan,nan,COMPRIME ENROBE,1 BOITE 90 COMPRIME,203.60,-,203.60,P,0%
4524,6118001271078,DEFLAZACORTE GT 30 MG,DEFLAZACORT,30,MG,COMPRIME SECABLE,1 BOITE 20 COMPRIME SECABLE,174.40,115.40,174.40,G,0%
4525,6118000130178,ADIZEM,DILTIAZEM,180,MG,GELULE LP,1 BOITE 30 GELULE,138.00,86.20,138.00,G,70%
4526,6118000091622,QUINOLOX MONOPRISE,OFLOXACINE,200,MG,COMPRIME PELLICULE,1 BOITE 2 COMPRIME PELLICULE,39.00,24.30,39.00,G,70%
4527,6118000160083,AMOXIL,AMOXICILLINE,250,MG,COMPRIME DISPERSIBLE,1 BOITE 24 COMPRIME,53.30,35.25,48.90,P,70%
4528,6118001120451,FRAGMIN,DALTEPARINE,5000,UI,SOLUTION INJECTABLE,10 SERINGUE .2 ML,472.00,313.00,472.00,P,70%
4529,6118000021544,LAEVOLAC,LACTULOSE,50,%,SOLUTION BUVABLE,1 BOITE 10 SACHET,37.00,24.45,37.00,G,0%
4530,6118001300167,ZANOCIN OD 400 MG,OFLOXACINE,400,MG,COMPRIME PELLICULE LP,1 BOITE 10 COMPRIME PELLICULE,111.60,73.80,111.60,G,0%
4531,6118000061090,ASPEGIC,ACIDE ACETYLSALICYLIQUE,500,MG,POUDRE POUR SOLUTION BUVABLE,1 BOITE 20 SACHET,27.20,17.00,22.80,P,70%
4532,6118001101672,DOXORUBICINE COOPER,DOXORUBICINE,10,MG,LYOPHILISAT POUR PERFUSION,1 FLACON 10 ML,93.00,58.10,93.00,G,70%
4533,6118010024030,DIAPHARM,DIAZEPAM,5,MG,COMPRIME,1 BOITE 40 COMPRIME,14.00,8.70,14.00,G,70%
4534,6118000090274,DICLO PHARMA 5,DICLOFENAC,100,MG,SUPPOSITOIRE,1 BOITE 10 SUPPOSITOIRE,27.50,17.20,27.50,G,70%
4535,6118000060277,ROVAMYCINE,SPIRAMYCINE,3,MUI,COMPRIME PELLICULE,1 BOITE 16 COMPRIME,132.60,82.60,112.20,P,70%
4536,6118001070657,ZYPREXA,OLANZAPINE,10,MG,COMPRIME PELLICULE,1 BOITE 7 COMPRIME,234.00,145.80,80.00,P,70%
4537,6118001183777,RISPERDAL ORO 0.5MG,RISPERIDONE,0.5,MG,COMPRIME ORODISPERSIBLE,1 BOITE 28 COMPRIME ORODISPERSIBLE,119.90,79.30,119.90,P,0%
4538,6118000031680,NEOFORTAN,PHLOROGLUCINOL,80,MG,COMPRIME EFFERVESCENT,1 BOITE 10 COMPRIME,23.00,14.30,23.00,G,70%
4539,6118001100620,TARDYFERON B9,ACIDE FOLIQUE / FER,0.35 / 50,MG / MG,COMPRIME ENROBE,1 BOITE 30 COMPRIME,51.60,32.10,51.60,P,70%
4540,6118000020271,SOPHTAL,ACIDE SALICYLIQUE / GLUCONATE DE CHLORHEXIDINE,100 / 5,MG / MG,COLLYRE,1 FLACON 10 ML,18.50,12.20,18.50,P,0%
4541,6118000031727,OPTICILLINE,AMPICILLINE,250,MG,POUDRE POUR SUSPENSION BUVABLE,1 BOITE 16 SACHET,34.20,22.60,34.20,G,70%
4542,6118000031468,FUNGILYSE,ECONAZOLE,100,MG,OVULE,1 BOITE 6 OVULE,26.40,16.40,26.40,G,70%
4543,6118010025495,OLOXINE,OFLOXACINE,200,MG,COMPRIME PELLICULE,1 BOITE 20 COMPRIME,99.00,61.70,99.00,G,70%
4544,6118000050957,OLOXINE,OFLOXACINE,200,MG,COMPRIME PELLICULE,1 BOITE 20 COMPRIME,99.00,61.70,99.00,G,70%
4545,6118001081059,DEPAKINE,VALPROATE DE SODIUM,2,%,SOLUTION BUVABLE,1 FLACON 40 ML,58.20,36.20,58.20,P,70%
4546,6118001120840,SANDOSTATINE *,OCTREOTIDE,50,µG,SOLUTION INJECTABLE,1 BOITE 6 AMPOULE,344.00,228.00,344.00,P,70%
4547,6118000020387,MEDIBRONC ENFANT,CARBOCYSTEINE,2,%,SOLUTION BUVABLE,1 FLACON 150 ML,16.40,10.80,16.40,G,0%
4548,6118010120350,TARCEVA 150 MG,ERLOTINIB,150,MG,COMPRIME PELLICULE,1 BOITE 30 COMPRIME PELLICULE,-,20660.60,20660.60,P,0%
4549,6118001050796,TARCEVA 150 MG,ERLOTINIB,150,MG,COMPRIME PELLICULE,1 BOITE 30 COMPRIME PELLICULE,-,20660.60,20660.60,P,0%
4550,6118000280033,AKINDEX SIROP ENFANT,DEXTROMETHORPHANE,0.1,G,SIROP,1 FLACON 125 ML,19.40,12.80,19.40,G,0%
4551,6118000241232,GYNO-DERMOFIX,SERTACONAZOLE,300,MG,CAPSULE VAGINALE,1 BOITE 1 OVULE,40.00,26.50,40.00,G,0%
4552,6118001250578,CHEMOSET,ONDANSETRON,4,MG,COMPRIME PELLICULE,1 BOITE 5 COMPRIME PELLICULE,98.00,61.10,98.00,G,70%
4553,6118000021513,IONAX T,COAL TAR / ACIDE SALICYLIQUE,4 / 2,% / G,SOLUTION POUR APPLICATION LOCALE,1 FLACON 200 ML,92.00,-,92.00,P,0%
4554,6118001200399,DOXORUBICINE EBEWE,DOXORUBICINE,10,MG,SOLUTION POUR PERFUSION,1 BOITE 1 FLACON,74.00,46.20,74.00,G,70%
4555,6118000011729,TRANSILANE,HEMICELLULOSE DE PSYLLIUM,2.816,G,POUDRE POUR SUSPENSION BUVABLE,1 BOITE 20 SACHET,34.65,22.90,34.65,P,0%
4556,6118001170531,CAMPTO,IRINOTECAN,100,MG,SOLUTION A DILUER POUR PERFUSION,1 FLACON 5 ML,1313.00,1043.00,1313.00,P,70%
4557,6118001151097,GAVISCON,ALGINATE DE SODIUM / BICARBONATE DE SODIUM ADULTE,500 / 267,MG / MG,SUSPENSION BUVABLE,1 FLACON 250 ML,35.20,23.30,-,P,70%
4558,6118001140978,REQUIP 0.5 MG,ROPINIROLE,0.5,MG,COMPRIME PELLICULE,1 BOITE 21 COMPRIME PELLICULE,87.90,58.10,87.90,P,0%
4559,6118001030170,ESTRADERM,ESTRADIOL,1.5,MG,DISPOSITIF TRANSDERMIQUE,1 BOITE 5 AMPOULE,104.00,-,104.00,P,0%
4560,6118010119705,GEPRID,GLIMEPIRIDE,4,MG,COMPRIME,1 BOITE 60 COMPRIME,156.70,97.90,156.70,G,70%
4561,6118010120688,ACTONEL PLUS CALCIUM D,ACIDE RISEDRONIQUE / CALCIUM / COLECALCIFEROL (VITAMINE D3),32.5 / 1 / 880,MG / G / UI,COMPRIME PELLICULE ET GRANULE EFFERVESCENT,1 BOITE 4 1 COMPRIME ET 6 SACHETS,526.80,348.50,526.80,P,0%
4562,6118001081691,ACTONEL PLUS CALCIUM D,ACIDE RISEDRONIQUE / CALCIUM / COLECALCIFEROL (VITAMINE D3),32.5 / 1 / 880,MG / G / UI,COMPRIME PELLICULE ET GRANULE EFFERVESCENT,1 BOITE 4 1 COMPRIME ET 6 SACHETS,526.80,348.50,526.80,P,0%
4563,6118000150152,MADECASSOL,CENTELLA ASIATICA,1,%,POMMADE,1 TUBE 10 G,24.00,15.90,24.00,P,0%
4564,6118000010487,DUPHALAC,LACTULOSE,10,G,SOLUTION BUVABLE,1 BOITE 20 SACHET,71.40,47.20,71.40,P,0%
4565,6118000061533,TILDIEM,DILTIAZEM,60,MG,COMPRIME,1 BOITE 30 COMPRIME,53.40,33.40,53.40,P,70%
4566,6118000011705,TILDIEM,DILTIAZEM,60,MG,COMPRIME,1 BOITE 30 COMPRIME,53.40,33.40,53.40,P,70%
4567,6118001181971,PHARMATEX,BENZALKONIUM,1.2,%,CREME VAGINALE,1 TUBE 72 G,72.30,47.80,72.30,P,0%
4568,6118000081784,AMEP 10,AMLODIPINE,10,MG,COMPRIME,1 BOITE 28 COMPRIME,98.90,61.80,98.90,G,70%
4569,6118001030262,MIFLASONE,BECLOMETASONE,400,µG,GELULE INHALEE,1 BOITE 60 GELULE,140.00,87.50,140.00,P,70%
4570,6118000070177,BIODROXIL,CEFADROXIL,125,MG,POUDRE POUR SUSPENSION BUVABLE,1 FLACON 60 ML,25.80,16.10,25.80,G,70%
4571,6118000020530,ALPRAZ,ALPRAZOLAM,0.5,MG,COMPRIME,1 BOITE 28 COMPRIME,35.70,22.20,35.70,G,70%
4572,6118000080923,DRILL EXPECT. S. S.,CARBOCYSTEINE,750,MG,SOLUTION BUVABLE,1 FLACON 150 ML,25.50,16.90,25.50,G,0%
4573,6118010012099,ATARAX,HYDROXYZINE,2,MG,SOLUTION BUVABLE,1 FLACON 200 ML,17.20,10.70,17.20,P,70%
4574,6118000140092,BRONCHOFLUIDE,CARBOCYSTEINE,2,%,SOLUTION BUVABLE,1 FLACON 125 ML,11.70,7.70,11.70,G,0%
4575,6118001181124,FENTANYL JANSSEN 500 µG/10ML,FENTANYL,500,µG,SOLUTION INJECTABLE,1 BOITE 10 AMPOULE,291.30,192.70,291.30,P,0%
4576,6118001000043,INFERON,INTERFERON ALFA-2A,4.5,MUI,SOLUTION INJECTABLE,1 BOITE 1 FLACON,395.00,262.00,395.00,G,70%
4577,6118001071128,STRATTERA 60 MG,ATOMOXETINE,60,MG,GELULE,1 BOITE 28 GELULE,1066.30,705.40,1066.30,P,0%
4578,6118001010035,D-RUBICIN-50,DOXORUBICINE,50,MG,POUDRE POUR PERFUSION,1 BOITE 1 FLACON,412.00,273.00,412.00,G,70%
4579,6118000240495,MINALFENE,ALMINOPROFENE,300,MG,COMPRIME ENROBE,1 BOITE 15 COMPRIME,53.40,33.30,53.40,P,70%
4580,6118001030217,LESCOL LP,FLUVASTATINE,80,MG,COMPRIME ENROBE LP,1 BOITE 28 COMPRIME ENROBE,211.00,132.00,211.00,P,70%
4581,6118000190783,PERVITAL,CYPROHEPTADINE / VITAMINES,4,MG / NA,SIROP,1 FLACON 125 ML,24.75,16.40,24.75,G,0%
4582,6118001071661,DONZEP 5 MG,DONEPEZIL,5,MG,COMPRIME PELLICULE,1 BOITE 28 COMPRIME PELLICULE,328.00,217.00,328.00,G,70%
4583,6118010125409,TIAFLAM 200MG,ACIDE TIAPROFENIQUE,200,MG,COMPRIME,1 BOITE 20 COMPRIME,36.00,23.80,36.00,G,0%
4584,6118000160564,CLAVULIN,AMOXICILLINE / ACIDE CLAVULANIQUE,500 / 62.5,MG / MG,POUDRE POUR SUSPENSION BUVABLE,1 BOITE 12 SACHET,79.90,49.80,79.90,P,70%
4585,6118000010104,ADEPAL,LEVONORGESTREL / ETHINYLESTRADIOL,0.15 / 0.04,MG / MG,COMPRIME ENROBE,1 BOITE 63 COMPRIME ENROBE,33.30,22.00,33.30,P,0%
4586,6118000010302,CLEREGIL ENF,ACEGLUMATE DE DEANOL,0.5,G,SOLUTION BUVABLE,1 BOITE 20 AMPOULE,19.65,13.00,19.65,P,0%
4587,6118001181544,LEDERFOLINE,FOLINATE DE CALCIUM,25,MG,COMPRIME SECABLE,1 BOITE 6 COMPRIME,104.50,65.10,104.50,P,70%
4588,6118010115295,GLIMEWIN,GLIMEPIRIDE,3,MG,COMPRIME,1 BOITE 30 COMPRIME,77.00,48.10,77.00,G,70%
4589,6118000012504,GLIMEWIN,GLIMEPIRIDE,3,MG,COMPRIME,1 BOITE 30 COMPRIME,77.00,48.10,77.00,G,70%
4590,6118001070367,LACRYVISC,CARBOMERE 974 P,0.3,%,GEL OPHTALMIQUE,1 TUBE 5 G,33.80,22.35,33.80,P,0%
4591,6118001070176,CILOXAN,CIPROFLOXACINE,0.3,%,COLLYRE,1 FLACON 5 ML,45.90,28.60,27.50,P,70%
4592,6118000060215,TRIATEC PROTECT,RAMIPRIL,10,MG,COMPRIME SECABLE,1 BOITE 30 COMPRIME,207.00,129.80,120.00,P,70%
4593,6118000330363,PEDOVEX 75 MG,CLOPIDOGREL,75,MG,COMPRIME PELLICULE,1 BOITE 10 COMPRIME PELLICULE,97.10,60.70,97.10,G,70%
4594,6118001160075,ARCOXIA,ETORICOXIB,120,MG,COMPRIME PELLICULE,1 BOITE 14 COMPRIME,272.00,179.90,272.00,P,0%
4595,6118000241997,GEPRID,GLIMEPIRIDE,4,MG,COMPRIME,1 BOITE 60 COMPRIME,156.70,97.90,156.70,G,70%
4596,6118000160243,AUGMENTIN,AMOXICILLINE / ACIDE CLAVULANIQUE,500 / 62.5,MG / MG,POUDRE POUR SUSPENSION BUVABLE,1 BOITE 12 SACHET,79.90,49.80,79.90,P,70%
4597,6118000280446,CLADIA,CLARITHROMYCINE,500,MG,COMPRIME ENROBE,1 BOITE 20 COMPRIME ENROBE,274.00,171.10,274.00,G,70%
4598,6118001170777,AMLOR PLUS 5MG/10MG,AMLODIPINE / ATORVASTATINE,5 / 10,MG / MG,COMPRIME PELLICULE,1 BOITE 30 COMPRIME PELLICULE,246.00,154.10,246.00,P,70%
4599,6118010117688,AVANDAMET,ROSIGLITAZONE / METFORMINE,4 / 500,MG / MG,COMPRIME PELLICULE,1 BOITE 28 COMPRIME PELLICULE,210.00,138.90,210.00,P,0%
4600,6118001141647,AVANDAMET,ROSIGLITAZONE / METFORMINE,4 / 500,MG / MG,COMPRIME PELLICULE,1 BOITE 28 COMPRIME PELLICULE,210.00,138.90,210.00,P,0%
4601,6118000020912,UMULINE RAPIDE,INSULINE HUMAINE,100,UI,SOLUTION INJECTABLE,1 FLACON 10 ML,166.00,103.70,130.00,P,70%
4602,6118010117947,KETALGIC LP 100 MG,KETOPROFENE,100,MG,GELULE LP,1 BOITE 14 GELULE LP,42.00,26.20,42.00,G,70%
4603,6118001240104,KETALGIC LP 100 MG,KETOPROFENE,100,MG,GELULE LP,1 BOITE 14 GELULE LP,42.00,26.20,42.00,G,70%
4604,6118000011248,PERIDYS,DOMPERIDONE,10,MG,COMPRIME PELLICULE,1 BOITE 20 COMPRIME PELLICULE,32.80,20.50,30.00,P,70%
4605,6118000070016,ALGIK,PARACETAMOL / CAFEINE,500 / 50,MG / MG,COMPRIME,1 BOITE 16 COMPRIME,13.25,8.80,13.25,G,0%
4606,6118000031710,NEUTRAL,HYDROXYDE D'ALUMINIUM / HYDROXYDE DE MAGNESIUM,4.22 / 5.2,G / G,SUSPENSION BUVABLE,1 FLACON 250 ML,38.50,25.50,38.50,G,0%
4607,6118001071524,HUMALOG KWIK PEN MIX 25,INSULINE HUMAINE,100,UI,SUSPENSION INJECTABLE INTERMEDIAIRE,1 STYLO PRE-REMPLI 3 ML,111.00,69.40,111.00,P,70%
4608,6118000070610,MEGAFLOX,CIPROFLOXACINE,500,MG,COMPRIME PELLICULE,1 BOITE 10 COMPRIME,99.00,61.70,99.00,G,70%
4609,6118000071426,HYPRIL,ENALAPRIL / HYDROCHLOROTHIAZIDE,20 / 12.5,MG / MG,COMPRIME SECABLE,1 BOITE 60 COMPRIME,125.80,78.60,125.80,G,70%
4610,6118000032250,CEKACORT,PREDNISONE / ACIDE ASCORBIQUE (VITAMINE C) / CHLORURE DE POTASSIUM,5 / 125 / 125,MG / MG / MG,COMPRIME ENROBE GASTRO-RESISTANT,1 BOITE 30 COMPRIME,20.30,12.70,20.30,P,70%
4611,6118010126260,MEZOR 40 MG,ESOMEPRAZOLE,40,MG,GELULE GASTRO-RESISTANTE,1 BOITE 28 GELULE GASTRO-RESISTANTE,216.00,142.90,216.00,G,0%
4612,6118000010159,APURONE,FLUMEQUINE,400,MG,COMPRIME,1 BOITE 30 COMPRIME,103.60,68.50,103.60,P,70%
4613,6118001150472,OKA-VINCRISTINE,VINCRISTINE,1,MG,SOLUTION INJECTABLE,1 BOITE 1 FLACON,68.00,42.50,68.00,G,70%
4614,6118010035456,CEFAPEROS,CEFATRIZINE,250,MG,POUDRE POUR SUSPENSION BUVABLE,1 FLACON 60 ML,98.70,-,98.70,P,70%
4615,6118000080718,CONTRACIDE,ALUMINIUM HYDROXYDE / DIMETICONE,4 / 2,G / G,SUSPENSION BUVABLE,1 FLACON 250 ML,27.30,18.00,27.30,P,0%
4616,6118010024726,MYCOPHARM,NYSTATINE,500000,UI,COMPRIME DRAGEIFIE,1 BOITE 16 COMPRIME DRAGEFIE,25.90,16.10,25.90,G,70%
